dataset,split,example_idx,setup_id
wmt24-literary,en-ru,40,ikun
wmt24-literary,en-ru,47,ikun
wmt24-literary,en-ru,60,ikun
wmt24-literary,en-ru,74,ikun
wmt24-literary,en-ru,78,ikun
wmt24-literary,en-ru,26,ikun-c
wmt24-literary,en-ru,4,ikun-c
wmt24-literary,en-ru,7,ikun-c
wmt24-literary,en-ru,47,ikun-c
wmt24-literary,en-ru,40,ikun-c
wmt24-literary,en-ru,50,ikun-c
wmt24-literary,en-ru,31,ikun-c
wmt24-literary,en-ru,74,ikun-c
wmt24-literary,en-ru,78,ikun-c
wmt24-literary,en-ru,60,ikun-c
wmt24-literary,en-ru,40,iol-research
wmt24-literary,en-ru,47,iol-research
wmt24-literary,en-ru,50,iol-research
wmt24-literary,en-ru,26,iol-research
wmt24-literary,en-ru,31,iol-research
wmt24-literary,en-ru,4,iol-research
wmt24-literary,en-ru,7,iol-research
wmt24-literary,en-ru,74,iol-research
wmt24-literary,en-ru,78,iol-research
wmt24-literary,en-ru,60,iol-research
wmt24-literary,en-ru,4,llama3-70b
wmt24-literary,en-ru,7,llama3-70b
wmt24-literary,en-ru,40,llama3-70b
wmt24-literary,en-ru,47,llama3-70b
wmt24-literary,en-ru,26,llama3-70b
wmt24-literary,en-ru,50,llama3-70b
wmt24-literary,en-ru,31,llama3-70b
wmt24-literary,en-ru,60,llama3-70b
wmt24-literary,en-ru,74,llama3-70b
wmt24-literary,en-ru,78,llama3-70b
wmt24-literary,en-ru,31,online-g
wmt24-literary,en-ru,4,online-g
wmt24-literary,en-ru,7,online-g
wmt24-literary,en-ru,50,online-g
wmt24-literary,en-ru,40,online-g
wmt24-literary,en-ru,47,online-g
wmt24-literary,en-ru,26,online-g
wmt24-literary,en-ru,74,online-g
wmt24-literary,en-ru,78,online-g
wmt24-literary,en-ru,60,online-g
wmt24-literary,en-ru,31,unbabel-tower70b
wmt24-literary,en-ru,50,unbabel-tower70b
wmt24-literary,en-ru,26,unbabel-tower70b
wmt24-literary,en-ru,4,unbabel-tower70b
wmt24-literary,en-ru,7,unbabel-tower70b
wmt24-literary,en-ru,40,unbabel-tower70b
wmt24-literary,en-ru,47,unbabel-tower70b
wmt24-literary,en-ru,60,unbabel-tower70b
wmt24-literary,en-ru,74,unbabel-tower70b
wmt24-literary,en-ru,78,unbabel-tower70b
wmt24-literary,en-ru,31,yandex
wmt24-literary,en-ru,50,yandex
wmt24-literary,en-ru,40,yandex
wmt24-literary,en-ru,47,yandex
wmt24-literary,en-ru,4,yandex
wmt24-literary,en-ru,7,yandex
wmt24-literary,en-ru,26,yandex
wmt24-literary,en-ru,60,yandex
wmt24-literary,en-ru,74,yandex
wmt24-literary,en-ru,78,yandex
wmt24-literary,en-uk,25,claude-3-5
wmt24-literary,en-uk,43,claude-3-5
wmt24-literary,en-uk,44,claude-3-5
wmt24-literary,en-uk,9,claude-3-5
wmt24-literary,en-uk,16,claude-3-5
wmt24-literary,en-uk,56,claude-3-5
wmt24-literary,en-uk,62,claude-3-5
wmt24-literary,en-uk,63,claude-3-5
wmt24-literary,en-uk,70,claude-3-5
wmt24-literary,en-uk,78,claude-3-5
wmt24-literary,en-uk,9,commandr-plus
wmt24-literary,en-uk,16,commandr-plus
wmt24-literary,en-uk,25,commandr-plus
wmt24-literary,en-uk,43,commandr-plus
wmt24-literary,en-uk,44,commandr-plus
wmt24-literary,en-uk,56,commandr-plus
wmt24-literary,en-uk,62,commandr-plus
wmt24-literary,en-uk,63,commandr-plus
wmt24-literary,en-uk,70,commandr-plus
wmt24-literary,en-uk,78,commandr-plus
wmt24-literary,en-uk,16,dubformer
wmt24-literary,en-uk,25,dubformer
wmt24-literary,en-uk,56,dubformer
wmt24-literary,en-uk,43,dubformer
wmt24-literary,en-uk,44,dubformer
wmt24-literary,en-uk,9,dubformer
wmt24-literary,en-uk,70,dubformer
wmt24-literary,en-uk,78,dubformer
wmt24-literary,en-uk,62,dubformer
wmt24-literary,en-uk,63,dubformer
wmt24-literary,en-uk,56,gemini-1-5-pro
wmt24-literary,en-uk,43,gemini-1-5-pro
wmt24-literary,en-uk,44,gemini-1-5-pro
wmt24-literary,en-uk,25,gemini-1-5-pro
wmt24-literary,en-uk,9,gemini-1-5-pro
wmt24-literary,en-uk,16,gemini-1-5-pro
wmt24-literary,en-uk,70,gemini-1-5-pro
wmt24-literary,en-uk,78,gemini-1-5-pro
wmt24-literary,en-uk,62,gemini-1-5-pro
wmt24-literary,en-uk,63,gemini-1-5-pro
wmt24-literary,en-uk,43,gpt-4
wmt24-literary,en-uk,44,gpt-4
wmt24-literary,en-uk,16,gpt-4
wmt24-literary,en-uk,25,gpt-4
wmt24-literary,en-uk,9,gpt-4
wmt24-literary,en-uk,56,gpt-4
wmt24-literary,en-uk,62,gpt-4
wmt24-literary,en-uk,63,gpt-4
wmt24-literary,en-uk,70,gpt-4
wmt24-literary,en-uk,78,gpt-4
wmt24-literary,en-uk,43,ikun
wmt24-literary,en-uk,44,ikun
wmt24-literary,en-uk,16,ikun
wmt24-literary,en-uk,56,ikun
wmt24-literary,en-uk,25,ikun
wmt24-literary,en-uk,9,ikun
wmt24-literary,en-uk,70,ikun
wmt24-literary,en-uk,78,ikun
wmt24-literary,en-uk,62,ikun
wmt24-literary,en-uk,63,ikun
wmt24-literary,en-uk,56,ikun-c
wmt24-literary,en-uk,43,ikun-c
wmt24-literary,en-uk,44,ikun-c
wmt24-literary,en-uk,16,ikun-c
wmt24-literary,en-uk,9,ikun-c
wmt24-literary,en-uk,25,ikun-c
wmt24-literary,en-uk,70,ikun-c
wmt24-literary,en-uk,78,ikun-c
wmt24-literary,en-uk,62,ikun-c
wmt24-literary,en-uk,63,ikun-c
wmt24-literary,en-uk,16,iol-research
wmt24-literary,en-uk,9,iol-research
wmt24-literary,en-uk,43,iol-research
wmt24-literary,en-uk,44,iol-research
wmt24-literary,en-uk,25,iol-research
wmt24-literary,en-uk,56,iol-research
wmt24-literary,en-uk,62,iol-research
wmt24-literary,en-uk,63,iol-research
wmt24-literary,en-uk,70,iol-research
wmt24-literary,en-uk,78,iol-research
wmt24-literary,en-uk,25,online-w
wmt24-literary,en-uk,16,online-w
wmt24-literary,en-uk,43,online-w
wmt24-literary,en-uk,44,online-w
wmt24-literary,en-uk,9,online-w
wmt24-literary,en-uk,56,online-w
wmt24-literary,en-uk,62,online-w
wmt24-literary,en-uk,63,online-w
wmt24-literary,en-uk,70,online-w
wmt24-literary,en-uk,78,online-w
wmt24-literary,en-uk,25,unbabel-tower70b
wmt24-literary,en-uk,43,unbabel-tower70b
wmt24-literary,en-uk,44,unbabel-tower70b
wmt24-literary,en-uk,16,unbabel-tower70b
wmt24-literary,en-uk,9,unbabel-tower70b
wmt24-literary,en-uk,56,unbabel-tower70b
wmt24-literary,en-uk,62,unbabel-tower70b
wmt24-literary,en-uk,63,unbabel-tower70b
wmt24-literary,en-uk,70,unbabel-tower70b
wmt24-literary,en-uk,78,unbabel-tower70b
wmt24-literary,en-zh,40,aya23
wmt24-literary,en-zh,43,aya23
wmt24-literary,en-zh,49,aya23
wmt24-literary,en-zh,2,aya23
wmt24-literary,en-zh,5,aya23
wmt24-literary,en-zh,25,aya23
wmt24-literary,en-zh,61,aya23
wmt24-literary,en-zh,71,aya23
wmt24-literary,en-zh,76,aya23
wmt24-literary,en-zh,78,aya23
wmt24-literary,en-zh,25,claude-3-5
wmt24-literary,en-zh,2,claude-3-5
wmt24-literary,en-zh,5,claude-3-5
wmt24-literary,en-zh,40,claude-3-5
wmt24-literary,en-zh,43,claude-3-5
wmt24-literary,en-zh,49,claude-3-5
wmt24-literary,en-zh,61,claude-3-5
wmt24-literary,en-zh,71,claude-3-5
wmt24-literary,en-zh,76,claude-3-5
wmt24-literary,en-zh,78,claude-3-5
wmt24-literary,en-zh,2,commandr-plus
wmt24-literary,en-zh,5,commandr-plus
wmt24-literary,en-zh,25,commandr-plus
wmt24-literary,en-zh,40,commandr-plus
wmt24-literary,en-zh,43,commandr-plus
wmt24-literary,en-zh,49,commandr-plus
wmt24-literary,en-zh,61,commandr-plus
wmt24-literary,en-zh,71,commandr-plus
wmt24-literary,en-zh,76,commandr-plus
wmt24-literary,en-zh,78,commandr-plus
wmt24-literary,en-zh,2,gemini-1-5-pro
wmt24-literary,en-zh,5,gemini-1-5-pro
wmt24-literary,en-zh,40,gemini-1-5-pro
wmt24-literary,en-zh,43,gemini-1-5-pro
wmt24-literary,en-zh,49,gemini-1-5-pro
wmt24-literary,en-zh,25,gemini-1-5-pro
wmt24-literary,en-zh,71,gemini-1-5-pro
wmt24-literary,en-zh,76,gemini-1-5-pro
wmt24-literary,en-zh,78,gemini-1-5-pro
wmt24-literary,en-zh,61,gemini-1-5-pro
wmt24-literary,en-zh,40,gpt-4
wmt24-literary,en-zh,43,gpt-4
wmt24-literary,en-zh,49,gpt-4
wmt24-literary,en-zh,25,gpt-4
wmt24-literary,en-zh,2,gpt-4
wmt24-literary,en-zh,5,gpt-4
wmt24-literary,en-zh,61,gpt-4
wmt24-literary,en-zh,71,gpt-4
wmt24-literary,en-zh,76,gpt-4
wmt24-literary,en-zh,78,gpt-4
wmt24-literary,en-zh,2,hw-tsc
wmt24-literary,en-zh,5,hw-tsc
wmt24-literary,en-zh,25,hw-tsc
wmt24-literary,en-zh,40,hw-tsc
wmt24-literary,en-zh,43,hw-tsc
wmt24-literary,en-zh,49,hw-tsc
wmt24-literary,en-zh,71,hw-tsc
wmt24-literary,en-zh,76,hw-tsc
wmt24-literary,en-zh,78,hw-tsc
wmt24-literary,en-zh,61,hw-tsc
wmt24-literary,en-zh,25,ikun
wmt24-literary,en-zh,40,ikun
wmt24-literary,en-zh,43,ikun
wmt24-literary,en-zh,49,ikun
wmt24-literary,en-zh,2,ikun
wmt24-literary,en-zh,5,ikun
wmt24-literary,en-zh,61,ikun
wmt24-literary,en-zh,71,ikun
wmt24-literary,en-zh,76,ikun
wmt24-literary,en-zh,78,ikun
wmt24-literary,en-zh,40,ikun-c
wmt24-literary,en-zh,43,ikun-c
wmt24-literary,en-zh,49,ikun-c
wmt24-literary,en-zh,2,ikun-c
wmt24-literary,en-zh,5,ikun-c
wmt24-literary,en-zh,25,ikun-c
wmt24-literary,en-zh,61,ikun-c
wmt24-literary,en-zh,71,ikun-c
wmt24-literary,en-zh,76,ikun-c
wmt24-literary,en-zh,78,ikun-c
wmt24-literary,en-zh,25,iol-research
wmt24-literary,en-zh,40,iol-research
wmt24-literary,en-zh,43,iol-research
wmt24-literary,en-zh,49,iol-research
wmt24-literary,en-zh,5,iol-research
wmt24-literary,en-zh,2,iol-research
wmt24-literary,en-zh,61,iol-research
wmt24-literary,en-zh,71,iol-research
wmt24-literary,en-zh,76,iol-research
wmt24-literary,en-zh,78,iol-research
wmt24-literary,en-zh,40,llama3-70b
wmt24-literary,en-zh,43,llama3-70b
wmt24-literary,en-zh,49,llama3-70b
wmt24-literary,en-zh,25,llama3-70b
wmt24-literary,en-zh,2,llama3-70b
wmt24-literary,en-zh,5,llama3-70b
wmt24-literary,en-zh,71,llama3-70b
wmt24-literary,en-zh,76,llama3-70b
wmt24-literary,en-zh,78,llama3-70b
wmt24-literary,en-zh,61,llama3-70b
wmt24-literary,en-zh,25,online-b
wmt24-literary,en-zh,2,online-b
wmt24-literary,en-zh,5,online-b
wmt24-literary,en-zh,40,online-b
wmt24-literary,en-zh,43,online-b
wmt24-literary,en-zh,49,online-b
wmt24-literary,en-zh,71,online-b
wmt24-literary,en-zh,76,online-b
wmt24-literary,en-zh,78,online-b
wmt24-literary,en-zh,61,online-b
wmt24-literary,en-zh,25,unbabel-tower70b
wmt24-literary,en-zh,2,unbabel-tower70b
wmt24-literary,en-zh,5,unbabel-tower70b
wmt24-literary,en-zh,40,unbabel-tower70b
wmt24-literary,en-zh,43,unbabel-tower70b
wmt24-literary,en-zh,49,unbabel-tower70b
wmt24-literary,en-zh,61,unbabel-tower70b
wmt24-literary,en-zh,71,unbabel-tower70b
wmt24-literary,en-zh,76,unbabel-tower70b
wmt24-literary,en-zh,78,unbabel-tower70b
wmt24-news,en-cs,48,aya23
wmt24-news,en-cs,27,aya23
wmt24-news,en-cs,120,aya23
wmt24-news,en-cs,78,aya23
wmt24-news,en-cs,90,aya23
wmt24-news,en-cs,103,aya23
wmt24-news,en-cs,112,aya23
wmt24-news,en-cs,114,aya23
wmt24-news,en-cs,129,aya23
wmt24-news,en-cs,135,aya23
wmt24-news,en-cs,27,claude-3-5
wmt24-news,en-cs,48,claude-3-5
wmt24-news,en-cs,129,claude-3-5
wmt24-news,en-cs,135,claude-3-5
wmt24-news,en-cs,112,claude-3-5
wmt24-news,en-cs,114,claude-3-5
wmt24-news,en-cs,120,claude-3-5
wmt24-news,en-cs,78,claude-3-5
wmt24-news,en-cs,90,claude-3-5
wmt24-news,en-cs,103,claude-3-5
wmt24-news,en-cs,48,commandr-plus
wmt24-news,en-cs,27,commandr-plus
wmt24-news,en-cs,129,commandr-plus
wmt24-news,en-cs,135,commandr-plus
wmt24-news,en-cs,112,commandr-plus
wmt24-news,en-cs,114,commandr-plus
wmt24-news,en-cs,78,commandr-plus
wmt24-news,en-cs,90,commandr-plus
wmt24-news,en-cs,103,commandr-plus
wmt24-news,en-cs,120,commandr-plus
wmt24-news,en-cs,48,cuni-doctransformer
wmt24-news,en-cs,27,cuni-doctransformer
wmt24-news,en-cs,112,cuni-doctransformer
wmt24-news,en-cs,114,cuni-doctransformer
wmt24-news,en-cs,78,cuni-doctransformer
wmt24-news,en-cs,90,cuni-doctransformer
wmt24-news,en-cs,120,cuni-doctransformer
wmt24-news,en-cs,129,cuni-doctransformer
wmt24-news,en-cs,135,cuni-doctransformer
wmt24-news,en-cs,103,cuni-doctransformer
wmt24-news,en-cs,27,cuni-ga
wmt24-news,en-cs,48,cuni-ga
wmt24-news,en-cs,120,cuni-ga
wmt24-news,en-cs,129,cuni-ga
wmt24-news,en-cs,135,cuni-ga
wmt24-news,en-cs,103,cuni-ga
wmt24-news,en-cs,112,cuni-ga
wmt24-news,en-cs,114,cuni-ga
wmt24-news,en-cs,78,cuni-ga
wmt24-news,en-cs,90,cuni-ga
wmt24-news,en-cs,48,cuni-mh
wmt24-news,en-cs,27,cuni-mh
wmt24-news,en-cs,78,cuni-mh
wmt24-news,en-cs,90,cuni-mh
wmt24-news,en-cs,103,cuni-mh
wmt24-news,en-cs,112,cuni-mh
wmt24-news,en-cs,114,cuni-mh
wmt24-news,en-cs,129,cuni-mh
wmt24-news,en-cs,135,cuni-mh
wmt24-news,en-cs,120,cuni-mh
wmt24-news,en-cs,27,gemini-1-5-pro
wmt24-news,en-cs,48,gemini-1-5-pro
wmt24-news,en-cs,78,gemini-1-5-pro
wmt24-news,en-cs,90,gemini-1-5-pro
wmt24-news,en-cs,112,gemini-1-5-pro
wmt24-news,en-cs,114,gemini-1-5-pro
wmt24-news,en-cs,120,gemini-1-5-pro
wmt24-news,en-cs,129,gemini-1-5-pro
wmt24-news,en-cs,135,gemini-1-5-pro
wmt24-news,en-cs,103,gemini-1-5-pro
wmt24-news,en-cs,27,gpt-4
wmt24-news,en-cs,48,gpt-4
wmt24-news,en-cs,103,gpt-4
wmt24-news,en-cs,112,gpt-4
wmt24-news,en-cs,114,gpt-4
wmt24-news,en-cs,120,gpt-4
wmt24-news,en-cs,129,gpt-4
wmt24-news,en-cs,135,gpt-4
wmt24-news,en-cs,78,gpt-4
wmt24-news,en-cs,90,gpt-4
wmt24-news,en-cs,48,ikun
wmt24-news,en-cs,27,ikun
wmt24-news,en-cs,112,ikun
wmt24-news,en-cs,114,ikun
wmt24-news,en-cs,78,ikun
wmt24-news,en-cs,90,ikun
wmt24-news,en-cs,129,ikun
wmt24-news,en-cs,135,ikun
wmt24-news,en-cs,103,ikun
wmt24-news,en-cs,120,ikun
wmt24-news,en-cs,48,ikun-c
wmt24-news,en-cs,27,ikun-c
wmt24-news,en-cs,120,ikun-c
wmt24-news,en-cs,112,ikun-c
wmt24-news,en-cs,114,ikun-c
wmt24-news,en-cs,103,ikun-c
wmt24-news,en-cs,78,ikun-c
wmt24-news,en-cs,90,ikun-c
wmt24-news,en-cs,129,ikun-c
wmt24-news,en-cs,135,ikun-c
wmt24-news,en-cs,27,iol-research
wmt24-news,en-cs,48,iol-research
wmt24-news,en-cs,103,iol-research
wmt24-news,en-cs,78,iol-research
wmt24-news,en-cs,90,iol-research
wmt24-news,en-cs,120,iol-research
wmt24-news,en-cs,112,iol-research
wmt24-news,en-cs,114,iol-research
wmt24-news,en-cs,129,iol-research
wmt24-news,en-cs,135,iol-research
wmt24-news,en-cs,27,llama3-70b
wmt24-news,en-cs,48,llama3-70b
wmt24-news,en-cs,112,llama3-70b
wmt24-news,en-cs,114,llama3-70b
wmt24-news,en-cs,129,llama3-70b
wmt24-news,en-cs,135,llama3-70b
wmt24-news,en-cs,120,llama3-70b
wmt24-news,en-cs,103,llama3-70b
wmt24-news,en-cs,78,llama3-70b
wmt24-news,en-cs,90,llama3-70b
wmt24-news,en-cs,27,online-w
wmt24-news,en-cs,48,online-w
wmt24-news,en-cs,112,online-w
wmt24-news,en-cs,114,online-w
wmt24-news,en-cs,129,online-w
wmt24-news,en-cs,135,online-w
wmt24-news,en-cs,120,online-w
wmt24-news,en-cs,78,online-w
wmt24-news,en-cs,90,online-w
wmt24-news,en-cs,103,online-w
wmt24-news,en-cs,27,scir-mt
wmt24-news,en-cs,48,scir-mt
wmt24-news,en-cs,120,scir-mt
wmt24-news,en-cs,112,scir-mt
wmt24-news,en-cs,114,scir-mt
wmt24-news,en-cs,78,scir-mt
wmt24-news,en-cs,90,scir-mt
wmt24-news,en-cs,103,scir-mt
wmt24-news,en-cs,135,scir-mt
wmt24-news,en-cs,129,scir-mt
wmt24-news,en-cs,48,unbabel-tower70b
wmt24-news,en-cs,27,unbabel-tower70b
wmt24-news,en-cs,78,unbabel-tower70b
wmt24-news,en-cs,90,unbabel-tower70b
wmt24-news,en-cs,112,unbabel-tower70b
wmt24-news,en-cs,114,unbabel-tower70b
wmt24-news,en-cs,103,unbabel-tower70b
wmt24-news,en-cs,129,unbabel-tower70b
wmt24-news,en-cs,135,unbabel-tower70b
wmt24-news,en-cs,120,unbabel-tower70b
wmt24-news,en-es,35,claude-3-5
wmt24-news,en-es,58,claude-3-5
wmt24-news,en-es,11,claude-3-5
wmt24-news,en-es,12,claude-3-5
wmt24-news,en-es,45,claude-3-5
wmt24-news,en-es,106,claude-3-5
wmt24-news,en-es,109,claude-3-5
wmt24-news,en-es,112,claude-3-5
wmt24-news,en-es,93,claude-3-5
wmt24-news,en-es,124,claude-3-5
wmt24-news,en-es,45,commandr-plus
wmt24-news,en-es,58,commandr-plus
wmt24-news,en-es,11,commandr-plus
wmt24-news,en-es,12,commandr-plus
wmt24-news,en-es,35,commandr-plus
wmt24-news,en-es,106,commandr-plus
wmt24-news,en-es,109,commandr-plus
wmt24-news,en-es,124,commandr-plus
wmt24-news,en-es,112,commandr-plus
wmt24-news,en-es,93,commandr-plus
wmt24-news,en-es,11,dubformer
wmt24-news,en-es,12,dubformer
wmt24-news,en-es,58,dubformer
wmt24-news,en-es,35,dubformer
wmt24-news,en-es,45,dubformer
wmt24-news,en-es,106,dubformer
wmt24-news,en-es,109,dubformer
wmt24-news,en-es,93,dubformer
wmt24-news,en-es,112,dubformer
wmt24-news,en-es,124,dubformer
wmt24-news,en-es,45,gemini-1-5-pro
wmt24-news,en-es,58,gemini-1-5-pro
wmt24-news,en-es,35,gemini-1-5-pro
wmt24-news,en-es,11,gemini-1-5-pro
wmt24-news,en-es,12,gemini-1-5-pro
wmt24-news,en-es,93,gemini-1-5-pro
wmt24-news,en-es,112,gemini-1-5-pro
wmt24-news,en-es,124,gemini-1-5-pro
wmt24-news,en-es,106,gemini-1-5-pro
wmt24-news,en-es,109,gemini-1-5-pro
wmt24-news,en-es,58,gpt-4
wmt24-news,en-es,11,gpt-4
wmt24-news,en-es,12,gpt-4
wmt24-news,en-es,35,gpt-4
wmt24-news,en-es,45,gpt-4
wmt24-news,en-es,124,gpt-4
wmt24-news,en-es,93,gpt-4
wmt24-news,en-es,106,gpt-4
wmt24-news,en-es,109,gpt-4
wmt24-news,en-es,112,gpt-4
wmt24-news,en-es,45,ikun
wmt24-news,en-es,11,ikun
wmt24-news,en-es,12,ikun
wmt24-news,en-es,35,ikun
wmt24-news,en-es,58,ikun
wmt24-news,en-es,93,ikun
wmt24-news,en-es,124,ikun
wmt24-news,en-es,106,ikun
wmt24-news,en-es,109,ikun
wmt24-news,en-es,112,ikun
wmt24-news,en-es,35,ikun-c
wmt24-news,en-es,58,ikun-c
wmt24-news,en-es,45,ikun-c
wmt24-news,en-es,11,ikun-c
wmt24-news,en-es,12,ikun-c
wmt24-news,en-es,112,ikun-c
wmt24-news,en-es,106,ikun-c
wmt24-news,en-es,109,ikun-c
wmt24-news,en-es,93,ikun-c
wmt24-news,en-es,124,ikun-c
wmt24-news,en-es,11,iol-research
wmt24-news,en-es,12,iol-research
wmt24-news,en-es,45,iol-research
wmt24-news,en-es,35,iol-research
wmt24-news,en-es,58,iol-research
wmt24-news,en-es,112,iol-research
wmt24-news,en-es,93,iol-research
wmt24-news,en-es,124,iol-research
wmt24-news,en-es,106,iol-research
wmt24-news,en-es,109,iol-research
wmt24-news,en-es,58,llama3-70b
wmt24-news,en-es,35,llama3-70b
wmt24-news,en-es,11,llama3-70b
wmt24-news,en-es,12,llama3-70b
wmt24-news,en-es,45,llama3-70b
wmt24-news,en-es,93,llama3-70b
wmt24-news,en-es,112,llama3-70b
wmt24-news,en-es,106,llama3-70b
wmt24-news,en-es,109,llama3-70b
wmt24-news,en-es,124,llama3-70b
wmt24-news,en-es,58,mistral-large
wmt24-news,en-es,11,mistral-large
wmt24-news,en-es,12,mistral-large
wmt24-news,en-es,45,mistral-large
wmt24-news,en-es,35,mistral-large
wmt24-news,en-es,93,mistral-large
wmt24-news,en-es,124,mistral-large
wmt24-news,en-es,106,mistral-large
wmt24-news,en-es,109,mistral-large
wmt24-news,en-es,112,mistral-large
wmt24-news,en-es,35,mslc
wmt24-news,en-es,45,mslc
wmt24-news,en-es,11,mslc
wmt24-news,en-es,12,mslc
wmt24-news,en-es,58,mslc
wmt24-news,en-es,106,mslc
wmt24-news,en-es,109,mslc
wmt24-news,en-es,93,mslc
wmt24-news,en-es,124,mslc
wmt24-news,en-es,112,mslc
wmt24-news,en-es,11,online-b
wmt24-news,en-es,12,online-b
wmt24-news,en-es,58,online-b
wmt24-news,en-es,35,online-b
wmt24-news,en-es,45,online-b
wmt24-news,en-es,93,online-b
wmt24-news,en-es,124,online-b
wmt24-news,en-es,112,online-b
wmt24-news,en-es,106,online-b
wmt24-news,en-es,109,online-b
wmt24-news,en-es,58,unbabel-tower70b
wmt24-news,en-es,45,unbabel-tower70b
wmt24-news,en-es,35,unbabel-tower70b
wmt24-news,en-es,11,unbabel-tower70b
wmt24-news,en-es,12,unbabel-tower70b
wmt24-news,en-es,93,unbabel-tower70b
wmt24-news,en-es,124,unbabel-tower70b
wmt24-news,en-es,112,unbabel-tower70b
wmt24-news,en-es,106,unbabel-tower70b
wmt24-news,en-es,109,unbabel-tower70b
wmt24-news,en-hi,6,aya23
wmt24-news,en-hi,20,aya23
wmt24-news,en-hi,24,aya23
wmt24-news,en-hi,41,aya23
wmt24-news,en-hi,71,aya23
wmt24-news,en-hi,77,aya23
wmt24-news,en-hi,64,aya23
wmt24-news,en-hi,13,aya23
wmt24-news,en-hi,122,aya23
wmt24-news,en-hi,110,aya23
wmt24-news,en-hi,64,claude-3-5
wmt24-news,en-hi,13,claude-3-5
wmt24-news,en-hi,6,claude-3-5
wmt24-news,en-hi,71,claude-3-5
wmt24-news,en-hi,77,claude-3-5
wmt24-news,en-hi,20,claude-3-5
wmt24-news,en-hi,24,claude-3-5
wmt24-news,en-hi,41,claude-3-5
wmt24-news,en-hi,122,claude-3-5
wmt24-news,en-hi,110,claude-3-5
wmt24-news,en-hi,20,gemini-1-5-pro
wmt24-news,en-hi,24,gemini-1-5-pro
wmt24-news,en-hi,6,gemini-1-5-pro
wmt24-news,en-hi,13,gemini-1-5-pro
wmt24-news,en-hi,41,gemini-1-5-pro
wmt24-news,en-hi,71,gemini-1-5-pro
wmt24-news,en-hi,77,gemini-1-5-pro
wmt24-news,en-hi,64,gemini-1-5-pro
wmt24-news,en-hi,110,gemini-1-5-pro
wmt24-news,en-hi,122,gemini-1-5-pro
wmt24-news,en-hi,13,gpt-4
wmt24-news,en-hi,20,gpt-4
wmt24-news,en-hi,24,gpt-4
wmt24-news,en-hi,71,gpt-4
wmt24-news,en-hi,77,gpt-4
wmt24-news,en-hi,41,gpt-4
wmt24-news,en-hi,6,gpt-4
wmt24-news,en-hi,64,gpt-4
wmt24-news,en-hi,122,gpt-4
wmt24-news,en-hi,110,gpt-4
wmt24-news,en-hi,6,ikun-c
wmt24-news,en-hi,13,ikun-c
wmt24-news,en-hi,64,ikun-c
wmt24-news,en-hi,41,ikun-c
wmt24-news,en-hi,20,ikun-c
wmt24-news,en-hi,24,ikun-c
wmt24-news,en-hi,71,ikun-c
wmt24-news,en-hi,77,ikun-c
wmt24-news,en-hi,122,ikun-c
wmt24-news,en-hi,110,ikun-c
wmt24-news,en-hi,41,iol-research
wmt24-news,en-hi,13,iol-research
wmt24-news,en-hi,20,iol-research
wmt24-news,en-hi,24,iol-research
wmt24-news,en-hi,71,iol-research
wmt24-news,en-hi,77,iol-research
wmt24-news,en-hi,64,iol-research
wmt24-news,en-hi,6,iol-research
wmt24-news,en-hi,110,iol-research
wmt24-news,en-hi,122,iol-research
wmt24-news,en-hi,64,llama3-70b
wmt24-news,en-hi,6,llama3-70b
wmt24-news,en-hi,13,llama3-70b
wmt24-news,en-hi,71,llama3-70b
wmt24-news,en-hi,77,llama3-70b
wmt24-news,en-hi,20,llama3-70b
wmt24-news,en-hi,24,llama3-70b
wmt24-news,en-hi,41,llama3-70b
wmt24-news,en-hi,122,llama3-70b
wmt24-news,en-hi,110,llama3-70b
wmt24-news,en-hi,41,online-b
wmt24-news,en-hi,6,online-b
wmt24-news,en-hi,71,online-b
wmt24-news,en-hi,77,online-b
wmt24-news,en-hi,13,online-b
wmt24-news,en-hi,64,online-b
wmt24-news,en-hi,20,online-b
wmt24-news,en-hi,24,online-b
wmt24-news,en-hi,110,online-b
wmt24-news,en-hi,122,online-b
wmt24-news,en-hi,20,transsionmt
wmt24-news,en-hi,24,transsionmt
wmt24-news,en-hi,13,transsionmt
wmt24-news,en-hi,41,transsionmt
wmt24-news,en-hi,6,transsionmt
wmt24-news,en-hi,71,transsionmt
wmt24-news,en-hi,77,transsionmt
wmt24-news,en-hi,64,transsionmt
wmt24-news,en-hi,110,transsionmt
wmt24-news,en-hi,122,transsionmt
wmt24-news,en-hi,41,unbabel-tower70b
wmt24-news,en-hi,20,unbabel-tower70b
wmt24-news,en-hi,24,unbabel-tower70b
wmt24-news,en-hi,6,unbabel-tower70b
wmt24-news,en-hi,64,unbabel-tower70b
wmt24-news,en-hi,71,unbabel-tower70b
wmt24-news,en-hi,77,unbabel-tower70b
wmt24-news,en-hi,13,unbabel-tower70b
wmt24-news,en-hi,122,unbabel-tower70b
wmt24-news,en-hi,110,unbabel-tower70b
wmt24-news,en-is,23,ami
wmt24-news,en-is,56,ami
wmt24-news,en-is,66,ami
wmt24-news,en-is,29,ami
wmt24-news,en-is,30,ami
wmt24-news,en-is,32,ami
wmt24-news,en-is,104,ami
wmt24-news,en-is,124,ami
wmt24-news,en-is,91,ami
wmt24-news,en-is,111,ami
wmt24-news,en-is,23,claude-3-5
wmt24-news,en-is,29,claude-3-5
